"BORROWER_ID","EMP_LENGTH","EMP_TITLE","HOME_OWNERSHIP","ANNUAL_INCOME"
346958,"4 years","Wilson Elser","RENT",54396
644952,"6 years","Hartford Life","RENT",100000
844601,"< 1 year","PPG Industries, INC","RENT",62040
650732,"1 year","Henkels  and  McCoy Inc.","RENT",25400
640137,"1 year","Go Daddy","RENT",71700
979862,"1 year","kirshenbaum bond senecal + partners","RENT",130000
1048999,"10+ years","stanley contracting","RENT",40000
1075481,"10+ years","Mi Metals","RENT",51000
560723,"2 years","Prometric","RENT",40046
558346,"2 years","BAE Systems","RENT",67000
519281,"2 years","WW Grainger","RENT",120000
614097,"2 years","Bellevue Elementary School","RENT",30400
527859,"3 years","GreenPath","RENT",42000
387513,"4 years","Snyders of Berlin","RENT",45000
703655,"4 years","jerry leigh","RENT",71280
597470,"4 years","Bio-Rad Laboratories","RENT",46744
312506,"5 years","GSL Properties, Inc.","RENT",83000
637384,"6 years","Food Lion LLC","RENT",45000
661674,"6 years","Richardson Manufacturing Company","RENT",33996
602796,"< 1 year","RouteMatch","RENT",40000
895564,"< 1 year","NETGEAR","RENT",65000
697363,"< 1 year","McCoy's Iron and Metal","RENT",17280
376895,"10+ years","The Dannon Company","RENT",50004
1005521,"2 years","Credit Union National Association","RENT",59000
891528,"3 years","American Collectors Insurance","RENT",60000
594623,"3 years","Bright Horizons","RENT",52000
1034706,"3 years","Retirement Wealth Group","RENT",32568
727853,"< 1 year","ITA Software","RENT",85000
1075534,"10+ years","National Amusements","RENT",45000
637404,"1 year","Department of Justice","RENT",75000
717691,"2 years","Vista Restaurants llc","RENT",32004
972493,"2 years","nCircle Inc","RENT",150000
543737,"3 years","Benchmark Management","RENT",50004
531222,"5 years","dept of veterans affairs","RENT",45600
385059,"6 years","ACSC","RENT",44000
577857,"7 years","Rockland Golf Course","RENT",25200
599994,"< 1 year","Prostaff","RENT",14400
849963,"10+ years","u.s. air force","RENT",39996
983150,"10+ years","Hennes & Mauritz","RENT",34000
1263725,"10+ years","Hardage-Giddens Edgewood Funeral Home","RENT",56000
568737,"2 years","SEI Investments, Co","RENT",52000
1201617,"5 years","Cognizant Solutions","RENT",81000
328729,"9 years","Independence Blue Cross","RENT",34000
901660,"< 1 year","southern fidelity mortgage","RENT",60000
605870,"7 years","NYC Police Department","RENT",96000
654498,"7 years","DC Comics/Warner Bros.","RENT",55555
593218,"1 year","Perfection Automotive","RENT",40500
558547,"10+ years","Falcon School District 49","RENT",56000
622358,"7 years","Adolfo Barrera DDS","RENT",50000
1268656,"5 years","Xerox Mortgage Services","RENT",55560
605282,"10+ years","Verizon Business Ntwrk Svcs Inc","RENT",88066
920836,"3 years","Hamburg Casino at the Fairgrounds","MORTGAGE",65000
901556,"10+ years","Nv Energy","MORTGAGE",60000
657082,"9 years","Honda Transmission","MORTGAGE",50000
1054615,"9 years","coca cola bottling company","MORTGAGE",45000
1079086,"10+ years","Arcata associates","MORTGAGE",75000
602597,"< 1 year","","MORTGAGE",12960
690594,"10+ years","Huntsvlle City Schools","MORTGAGE",62000
150893,"3 years","","MORTGAGE",63500
530456,"6 years","City of Colorado springs","MORTGAGE",125000
551156,"10+ years","Travelport","MORTGAGE",72400
563480,"10+ years","Federal Civil Service/PSNSY Dept. of the","MORTGAGE",97244
1216280,"2 years","lifestar","OWN",43200
594613,"< 1 year","","OWN",12816
418681,"10+ years","Law Office of Frederick R. Franke, Jr.","RENT",54480
541122,"2 years","Morton Capital Management","RENT",150000
933716,"3 years","Kaiser Permanente","RENT",61000
868408,"6 years","Telestream, Inc.","RENT",68120
934175,"6 years","home Depot","RENT",26568
671835,"7 years","Hankook Tire America Corp","RENT",56000
331768,"< 1 year","San Diego Unified School District","RENT",29000
1250902,"2 years","Signal Solutions","RENT",56000
1048986,"7 years","duro  dag","RENT",42000
989177,"7 years","Marion Brothers Logging, Inc.","RENT",19392
324306,"7 years","Check Point Software Technologies","RENT",83000
1042519,"10+ years","Stop and Shop","RENT",65000
383054,"< 1 year","Mastech/Kaiser Permanente","RENT",60000
320306,"1 year","Arbor Properties, Inc.","RENT",30900
941637,"6 years","Dunkin Donuts","MORTGAGE",36000
1202004,"10+ years","Centinela State Prison","MORTGAGE",58044
950512,"5 years","Ga Dept of Corrections","MORTGAGE",35000
880531,"< 1 year","EFC International","MORTGAGE",75000
1004996,"6 years","Fulcrum IT","MORTGAGE",100000
774861,"6 years","Dell","MORTGAGE",152004
705107,"10+ years","sims metal mgmt","MORTGAGE",65619
1271765,"< 1 year","Teracore,Inc.","MORTGAGE",115000
1073722,"10+ years","Citi cards","MORTGAGE",45000
993703,"9 years","UPS","MORTGAGE",50400
913801,"8 years","Willoughby Golf Club Inc.","OWN",25000
1234415,"< 1 year","quality glass","OWN",17280
1285518,"10+ years","US Army","RENT",72000
837502,"10+ years","Bureau Veritas NA","RENT",57600
664939,"10+ years","American Express","RENT",66000
1240284,"< 1 year","Maroone Toyota","RENT",21600
713217,"2 years","Marriott","RENT",39996
665182,"5 years","US Air Force","RENT",72000
1287551,"6 years","","RENT",45000
1282904,"3 years","UCLA","RENT",70000
692408,"9 years","Fairfax County Public Schools","RENT",40989
977813,"10+ years","Bank of America","RENT",58000
1077970,"< 1 year","AMS Insurance","RENT",24996
1030988,"1 year","Fedex","RENT",31200
1193257,"1 year","Verizon wireless","RENT",70000
735551,"4 years","Ombligo","RENT",30000
1028256,"3 years","The joule under Richfield mangement","RENT",58800
1083642,"5 years","Wells Fargo","RENT",60000
924365,"7 years","West Islip Public Schools","RENT",70000
898549,"7 years","Ultimate Link Corp","RENT",40000
1027891,"7 years","NYC Department of Education","RENT",69900
1069706,"4 years","U.S. Army","RENT",42000
998862,"1 year","Walmart","RENT",23000
694927,"1 year","Sea Crest HCC","RENT",60000
1057880,"10+ years","naval undersea warfare center","MORTGAGE",120000
782385,"2 years","milton ruben","MORTGAGE",108000
872475,"2 years","PricewaterhouseCoopers","RENT",37200
919987,"2 years","Allentown Caging","RENT",28800
1209425,"2 years","Lake County School","RENT",33000
1238322,"2 years","the Mill LA","RENT",29103
530394,"3 years","ECC","RENT",115000
680714,"3 years","New England Truck Designs","RENT",40000
826508,"3 years","iStreamPlanet","RENT",60000
966619,"3 years","Okaloosa County School District","RENT",45000
793982,"4 years","Interbrand","RENT",75000
832900,"4 years","Evolution Media","RENT",32000
1212564,"4 years","New York City Fire Dept.  FDNY","RENT",75000
1016204,"5 years","","RENT",60000
1230572,"5 years","Wells Fargo Home Mortgage","RENT",50000
878707,"5 years","Carroll County Schools","RENT",41779
980979,"5 years","Chesterfield County, Virginia","RENT",41000
434753,"5 years","Chase Home Finance","RENT",54996
1108840,"6 years","Turner Studios","RENT",49800
855905,"6 years","Leadership and Public Service High Schoo","RENT",56000
779661,"6 years","FlightView, Inc.","RENT",75000
1187743,"7 years","The UPS Store","RENT",25000
874202,"7 years","Oakbridge Corporation","RENT",32000
771978,"8 years","City College Of New York","RENT",70000
1223049,"9 years","county of san bernardino","RENT",43000
1068984,"< 1 year","OmniTrak Group Inc.","RENT",45500
1109344,"< 1 year","Phoenix House Foundation","RENT",24000
1260080,"< 1 year","Willis","RENT",50000
1101604,"< 1 year","Blau & Associates, P.C.","RENT",24290
1029582,"< 1 year","Columbus Police Department","RENT",20000
942034,"< 1 year","University of Southern California","RENT",75000
1037077,"< 1 year","Dana Farber Cancer Institute","RENT",39000
1211351,"< 1 year","Network Outsource","RENT",90000
891263,"< 1 year","Nelson Staffing","RENT",42000
829647,"< 1 year","The Boeing Company","RENT",49500
1231528,"< 1 year","Unifoil","RENT",42000
858829,"2 years","Mistras Group INC","RENT",65004
404668,"1 year","Menchies Group","RENT",45000
780453,"10+ years","Self employed","RENT",50004
1006225,"10+ years","Loyola University New Orleans","RENT",86000
899360,"2 years","Fisher Scientific","RENT",50004
1085306,"3 years","lormarautogroup","RENT",48000
524123,"3 years","Euthenics  Inc.","RENT",50760
796056,"6 years","US Army","RENT",59448
1228434,"9 years","CENTRAL OHIO PRIMARY CARE PHYSICIANS INC","RENT",42000
842599,"< 1 year","The Art of Shaving","RENT",40000
1236305,"< 1 year","National research council","RENT",76000
451324,"< 1 year","Google","RENT",123000
1190357,"< 1 year","Axio Research","RENT",60000
842691,"< 1 year","New York University","RENT",45000
1257348,"< 1 year","Millenium Hotels and Resorts Anchorage","RENT",25000
922264,"1 year","CRC Insurance Services","RENT",75000
1186412,"10+ years","US Army","RENT",112140
636654,"2 years","altman group","RENT",42000
847036,"8 years","Newark Public Schools","RENT",42000
726386,"5 years","Seattle Metropolitan","RENT",100000
988204,"6 years","Middletown Township Board Of Education","RENT",80000
879237,"9 years","Federation of Organizations","RENT",41500
856355,"1 year","Ajilon Professional Staffing","RENT",19200
1280569,"1 year","Farmers Insurance","RENT",60000
1237068,"10+ years","Extended StayHotels","RENT",48000
966123,"10+ years","University of Houston","RENT",55550
968802,"10+ years","Blood Center of the Pacific","RENT",46000
737566,"10+ years","US Coast Guard","RENT",50400
1213779,"10+ years","aaa cooper transportation","RENT",69500
849188,"10+ years","warehouse discount center","RENT",38004
746816,"10+ years","MONOC","RENT",69000
931750,"10+ years","ps112","RENT",25000
841965,"2 years","Xignite Inc","RENT",120000
1078058,"2 years","Hewins Financial Advisors","RENT",54000
1040804,"2 years","Southern Arkansas University","RENT",77700
779759,"2 years","VOICES Music and Arts Studio","RENT",12000
945318,"2 years","BB&T","RENT",31500
908729,"2 years","United States Air Force","RENT",37000
1287154,"2 years","OBRIEN MOTORS INC","RENT",27000
1243729,"3 years","Millenium Partners","RENT",66000
515626,"3 years","Sensata Technologies","RENT",62000
1028989,"4 years","Legal Aid Society of New York City","RENT",44000
977538,"4 years","Bechtel","RENT",94000
521002,"4 years","dynacraft inc","RENT",55000
926539,"4 years","San Diego Zoo","RENT",52000
865908,"5 years","BBVA Compass","RENT",58000
849335,"5 years","Omni Hotels","RENT",35000
1231644,"5 years","taocon inc","RENT",40000
856903,"5 years","DesignAShirt.com","RENT",37500
1267738,"6 years","Yes Graphics Printing Co.","RENT",25000
847501,"6 years","SUNY Oneonta","RENT",42000
746980,"6 years","USAF","RENT",31000
1188659,"6 years","American Tire Distributors","RENT",92000
1231479,"7 years","JPMorgan Chase Bank","RENT",48000
659685,"8 years","walgreens co","RENT",75000
992172,"8 years","dept of veterans affairs","RENT",47000
989040,"8 years","IBTTA","RENT",98000
743758,"8 years","Madison Square Garden","RENT",68496
1059186,"9 years","Kearny Steel Container","RENT",101877
1261345,"< 1 year","Coverys","RENT",40000
1289325,"< 1 year","Macy's Inc","RENT",52000
1280854,"10+ years","US Dept of Veterans Affairs","RENT",63000
707113,"1 year","majors books","RENT",30000
417778,"1 year","Properties Plus  LLC","RENT",45000
781090,"10+ years","Garvey School District","RENT",72000
697130,"10+ years","Anker Management Corp.","RENT",47004
1059266,"2 years","Solution Systems Inc.","RENT",48000
986710,"2 years","Lionsgate Academy","RENT",35000
645905,"3 years","US Army","RENT",31200
765796,"3 years","prudential annuities","RENT",106000
736650,"3 years","SCRIPPS CLINIC CARMEL VALLEY","RENT",35004
1268219,"4 years","LOTUS COMMUNICATIONS CORP","RENT",95000
999079,"4 years","Weill Cornell Medical College","RENT",47000
798613,"7 years","Four Seasons Hotels","RENT",80000
771736,"7 years","Diversified Media Enterprises","RENT",43000
1219199,"< 1 year","Harris Teeter","RENT",82000
1288578,"< 1 year","Tacoma Public Schools","RENT",46330
929003,"< 1 year","Nation Star Mortgage","RENT",35000
1203415,"< 1 year","Dominican University","RENT",45000
961526,"5 years","ohsu","RENT",60000
943166,"2 years","Smith College","RENT",61800
834135,"3 years","carefree health","RENT",65000
1244667,"4 years","Heath Tecna","RENT",48000
973212,"< 1 year","apro","RENT",55000
801074,"< 1 year","Oversized Outfitters, LLC","RENT",39500
1277660,"10+ years","Victor M. Morales, Architect","RENT",50000
979181,"2 years","Barclays Capital, Inc.","RENT",99000
1020236,"< 1 year","JP Morgan Chase","RENT",60000
936953,"3 years","Royal Bank of Scotland","RENT",115000
447072,"1 year","K-TEK CORP","RENT",73500
415059,"1 year","Convergent Wealth Advisors","RENT",42000
497326,"1 year","WSP Flack + Kurtz","RENT",54000
921201,"10+ years","Kopczynski Residence","RENT",83200
727083,"3 years","quiet winter farms","RENT",55000
996147,"3 years","Ogilvy and Mather","RENT",62000
963996,"3 years","SailPoint Technologies","RENT",67200
416609,"3 years","Urban Health Plan","RENT",98000
819398,"4 years","U.S army","RENT",40320
661453,"4 years","Bank of Texas","RENT",54792
653703,"4 years","wood you furniture","RENT",22800
657074,"4 years","Nielsen Company","RENT",50000
422858,"7 years","Highmark blue shield","RENT",37120
685882,"< 1 year","Bethesda House of Schenectady","RENT",34800
504468,"< 1 year","Orange County Public Schools/Walt Disney World","RENT",45000
698914,"1 year","PetFirst Healthcare","RENT",50000
770785,"10+ years","stockton unified school dist.","RENT",36000
467310,"2 years","Mendota Insurance Company","RENT",43000
739034,"3 years","Fed Ex Home delivery","RENT",26400
708474,"4 years","MRI","RENT",38004
1090447,"< 1 year","GENJI JAPANESE RESTAURANT","RENT",30000
721981,"10+ years","Credit Suisse","RENT",244000
417681,"2 years","Bluepoint Surgical Group","RENT",70000
691940,"2 years","Flextrade Systems  Inc","RENT",75000
1285816,"2 years","Fisher Investments","RENT",47500
852301,"4 years","Cal-Royal Products, Inc","RENT",42000
1254310,"< 1 year","Think Fixed","RENT",31200
779370,"< 1 year","National University","RENT",27048
701260,"< 1 year","Chemetall","RENT",45000
956255,"< 1 year","i/o Data Centers","RENT",75000
1271470,"5 years","","RENT",60000
1252790,"6 years","Banning Unified School District","RENT",50000
1036324,"10+ years","Savannah/Chatham Co. Schools","MORTGAGE",52000
1194586,"10+ years","Douglas School System","MORTGAGE",64000
1281246,"10+ years","Storey County School District","MORTGAGE",65500
806088,"10+ years","County of Orange","MORTGAGE",110000
939917,"10+ years","Windsor Unified School District","MORTGAGE",68000
960805,"10+ years","State of Michigan","MORTGAGE",59000
1031541,"2 years","Health Plan of San Mateo","MORTGAGE",103000
980697,"2 years","RSI BUILDING PRODUCTS","MORTGAGE",40000
896473,"2 years","Virginia Commerce Bank","MORTGAGE",75000
1049435,"2 years","AMC Theatres","MORTGAGE",45000
1210821,"2 years","CBIZ MHM, LLC","MORTGAGE",56400
400275,"2 years","marchForth","MORTGAGE",95000
1195065,"3 years","Greene & Associates Talent Agency","MORTGAGE",200000
628968,"4 years","University of Washington Medical School","MORTGAGE",273655
931997,"4 years","SRA International, Inc.","MORTGAGE",85634
789997,"5 years","Best Buy","MORTGAGE",28000
1000533,"5 years","Entergy Nuclear","MORTGAGE",110000
828105,"6 years","M&T Bank","MORTGAGE",75000
1030744,"6 years","Citation Associates, Inc.","MORTGAGE",79700
1068001,"6 years","Northern Trust Company","MORTGAGE",38450
1253682,"7 years","Screenvision Direct","MORTGAGE",50000
1001905,"7 years","Connecticut Dept. of Correction","MORTGAGE",55000
881189,"7 years","State of Oregon Department of Human Serv","MORTGAGE",72500
798571,"7 years","Telecom Direct USA","MORTGAGE",45000
1040145,"8 years","Ingersoll Rand / Schlage Lock Co.","MORTGAGE",70572
947988,"8 years","coventry public schools","MORTGAGE",70008
922341,"8 years","citibank","MORTGAGE",53000
993865,"8 years","Pride International","MORTGAGE",63000
963563,"8 years","Broward Sheriff's Office","MORTGAGE",51996
1057411,"8 years","Walgreens Pharmacy","MORTGAGE",115000
